HITId,AssignmentId,startphrase,ending1,ending2,labels,valid
3O2Y2UIUCQ4QRFQ8MQG3SDIMZC1KFC,3I3WADAZ9REK2TGS480P1246SIP5OY,The clone had the identicality of two half-siblings born decades apart,The clone is identical,The clone isn't identical,1,1
3O2Y2UIUCQ4QRFQ8MQG3SDIMZC1KFC,3I3WADAZ9REK2TGS480P1246SIP5OY,The cat had the meow of a fully grown bobcat,The cat had a strong meow,The cat's meow was weak,0,1
3O2Y2UIUCQ4QRFQ8MQG3SDIMZC1KFC,3I3WADAZ9REK2TGS480P1246SIP5OY,The cat had the meow of a sickly dog,The cat had a strong meow,The cat's meow was weak,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,352YTHGROWNSETQ5MQMPC11RGUCH41,He had all the style of a runway model.,He is very stylish and hip.,He's very OUT of style.,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,352YTHGROWNSETQ5MQMPC11RGUCH41,He had all the style of a secondhand leisure suit.,He is very stylish and hip.,He's very OUT of style.,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,352YTHGROWNSETQ5MQMPC11RGUCH41,The poem was as romantic as a love-letter.,The poem was very sweet and romantic.,The poem wasn't romantic at all.,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,352YTHGROWNSETQ5MQMPC11RGUCH41,The poem was as romantic as divorce papers.,The poem was very sweet and romantic.,The poem wasn't romantic at all.,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,352YTHGROWNSETQ5MQMPC11RGUCH41,The classroom was like a freezer,The classroom was really cold.,The classroom was really hot.,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,352YTHGROWNSETQ5MQMPC11RGUCH41,The classroom was like an oven,The classroom was really cold.,The classroom was really hot.,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,33IZTU6J82B824SVHV0TDQ5RI1ASXQ,His style is so solar flare,His style is so hot right now.,His style is so old-fashioned.,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,33IZTU6J82B824SVHV0TDQ5RI1ASXQ,His style is so rotary phone,His style is so hot right now.,His style is so old-fashioned.,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,33IZTU6J82B824SVHV0TDQ5RI1ASXQ,This football game is like a Rambo movie.,This football game is full of action.,This football game is moving slowly.,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,33IZTU6J82B824SVHV0TDQ5RI1ASXQ,This football game is like a blue starfish.,This football game is full of action.,This football game is moving slowly.,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,33IZTU6J82B824SVHV0TDQ5RI1ASXQ,The band plays like a giraffe calf.,The band plays like clumsy beginners.,The band plays with great precision.,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,33IZTU6J82B824SVHV0TDQ5RI1ASXQ,The band plays like a neurosurgeon.,The band plays like clumsy beginners.,The band plays with great precision.,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3WQQ9FUS6B4J6HALY12672EYN4R8B9,The boy's style is as current as a boomer's myspace home page.,His style is out of date.,His style is up to date.,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3WQQ9FUS6B4J6HALY12672EYN4R8B9,The boy's style is as fresh as the morning's first cup of coffee.,His style is out of date.,His style is up to date.,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3WQQ9FUS6B4J6HALY12672EYN4R8B9,The politician's values are as sincere as that complement you just got from the used car salesperson.,The values are insincere.,The values change position often and quickly.,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3WQQ9FUS6B4J6HALY12672EYN4R8B9,The politician's values are as firmly held a tumbleweed in a storm.,The values are insincere.,The values change position often and quickly.,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3WQQ9FUS6B4J6HALY12672EYN4R8B9,Their love was as easy to understand as a Bob Dylan lyric.,Their love was complex and hard to interpret.,Their love was hot and short lived.,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3WQQ9FUS6B4J6HALY12672EYN4R8B9,Their love was as a California wildfire season.,Their love was complex and hard to interpret.,Their love was hot and short lived.,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3OCHAWUVGPUAELFNCMRRM4EH16GKXI,The book grabbed my attention like legalese in a merger agreement,The book totally bored me.,The book really interested me.,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3OCHAWUVGPUAELFNCMRRM4EH16GKXI,The book grabbed my attention like a trashy magazine headline,The book totally bored me.,The book really interested me.,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3OCHAWUVGPUAELFNCMRRM4EH16GKXI,Her thoughts were like a yo-yo,Her thoughts were all over the place.,Her thoughts were steady.,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3OCHAWUVGPUAELFNCMRRM4EH16GKXI,Her thoughts were like a spring stream,Her thoughts were all over the place.,Her thoughts were steady.,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3OCHAWUVGPUAELFNCMRRM4EH16GKXI,Her ego was a Ritz cracker,Her ego was very fragile.,Her ego was unshakeable.,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3OCHAWUVGPUAELFNCMRRM4EH16GKXI,Her ego was a brick building,Her ego was very fragile.,Her ego was unshakeable.,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3WAKVUDHUXQU22E8ONRVYSAR1417U9,His mind is a steel cage,He has a very good memory and rarely forgets anything,"His memory is terrible, things go in one ear and out the other",0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3WAKVUDHUXQU22E8ONRVYSAR1417U9,His mind is an open barn door,He has a very good memory and rarely forgets anything,"His memory is terrible, things go in one ear and out the other",1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3WAKVUDHUXQU22E8ONRVYSAR1417U9,His values are like the tides,His values are constantly changing,His values are set and predictable,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3WAKVUDHUXQU22E8ONRVYSAR1417U9,His values are like the sun rising in the east and setting in the west,His values are constantly changing,His values are set and predictable,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3WAKVUDHUXQU22E8ONRVYSAR1417U9,This cartoon is as violent as Normandy,The cartoon is violent,The cartoon is innocent and unoffending,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3WAKVUDHUXQU22E8ONRVYSAR1417U9,This cartoon is as violent as a kindergarten play,The cartoon is violent,The cartoon is innocent and unoffending,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3LRKMWOKB6R420BCOY98JT8YSC0Z2S,She was loud like a cat.,She was very loud.,She was very quiet.,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3LRKMWOKB6R420BCOY98JT8YSC0Z2S,She was loud like a sloth.,She was very loud.,She was very quiet.,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3LRKMWOKB6R420BCOY98JT8YSC0Z2S,The screen was dim like a flashlight.,The screen was bright.,The screen was dim.,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3LRKMWOKB6R420BCOY98JT8YSC0Z2S,The screen was dim like a candle.,The screen was bright.,The screen was dim.,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3LRKMWOKB6R420BCOY98JT8YSC0Z2S,They were as close as politicians.,The weren't close at all.,They were very close.,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3LRKMWOKB6R420BCOY98JT8YSC0Z2S,They were as close as churchgoers.,The weren't close at all.,They were very close.,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3EKVH9QMEZE1ZZ6GWGKBS1PV4SMD2Z,He feels the love of a policeman to a fresh donut,He feels a lot of love,He feels little love,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3EKVH9QMEZE1ZZ6GWGKBS1PV4SMD2Z,He feels the love of the devil to everything good,He feels a lot of love,He feels little love,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3EKVH9QMEZE1ZZ6GWGKBS1PV4SMD2Z,The rat has the speed of a laxative traveling through a stomach,The rat is very fast,The rat is very slow,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3EKVH9QMEZE1ZZ6GWGKBS1PV4SMD2Z,The rat has the speed of an upside down giraffe,The rat is very fast,The rat is very slow,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3EKVH9QMEZE1ZZ6GWGKBS1PV4SMD2Z,The flowers have the scent of a botanical garden in full bloom,The flowers have a good scent,The flowers have an awful scent,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3EKVH9QMEZE1ZZ6GWGKBS1PV4SMD2Z,The flowers have the scent of a garbage fire on a hot summer night,The flowers have a good scent,The flowers have an awful scent,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3PH3VY7DJM7QEG9J2IYF70ONWK9ZWQ,Love is snow on a Christmas morning,Love is awesome,Love is terrible,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3PH3VY7DJM7QEG9J2IYF70ONWK9ZWQ,Love is rain on your beach vacation,Love is awesome,Love is terrible,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3PH3VY7DJM7QEG9J2IYF70ONWK9ZWQ,Her morals were soggy cereal,Her morals were flexible,Her morals were inflexible,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3PH3VY7DJM7QEG9J2IYF70ONWK9ZWQ,Her morals were hard candy,Her morals were flexible,Her morals were inflexible,1,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3PH3VY7DJM7QEG9J2IYF70ONWK9ZWQ,Her style was Harvard,Her style was advanced,Her style was underdeveloped,0,1
32FESTC2NH0XRZBAP2U4QU6H4Q7UC8,3PH3VY7DJM7QEG9J2IYF70ONWK9ZWQ,Her style was Kindergarten,Her style was advanced,Her style was underdeveloped,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3EA3QWIZ4J5CR9GF795IKLEYW61ITK,This party has the electricity of a field of solar panels,The party is popping,The party is boring.,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3EA3QWIZ4J5CR9GF795IKLEYW61ITK,This party has the electricity of a burned out light bulb,The party is popping,The party is boring.,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3EA3QWIZ4J5CR9GF795IKLEYW61ITK,This book is as riveting as watching grass grow,The book is boring and uneventful,The book is over stimulating,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3EA3QWIZ4J5CR9GF795IKLEYW61ITK,This book is as riveting as watching a circus,The book is boring and uneventful,The book is over stimulating,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3EA3QWIZ4J5CR9GF795IKLEYW61ITK,That politician's speech was a good as Lincoln's Gettysburg Address,The speech was sycinct and powerful,The speech was overbearing and boring.,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3EA3QWIZ4J5CR9GF795IKLEYW61ITK,That politician's speech was a good as a college professor dense lecture.,The speech was sycinct and powerful,The speech was overbearing and boring.,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3S4AW7T80CSU0P9VDB1N4TUYXBN4LX,human need electricity for living and,bulb run using electricity,electricity must be save,0,0
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3S4AW7T80CSU0P9VDB1N4TUYXBN4LX,human need electricity do their work,bulb run using electricity,electricity must be save,1,0
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3S4AW7T80CSU0P9VDB1N4TUYXBN4LX,the bio war is very sensitive and,war is important,war between country is bad,0,0
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3S4AW7T80CSU0P9VDB1N4TUYXBN4LX,the bio war is very emotional,war is important,war between country is bad,1,0
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3S4AW7T80CSU0P9VDB1N4TUYXBN4LX,the image are very good and,we rovide image,we can improve our image,0,0
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3S4AW7T80CSU0P9VDB1N4TUYXBN4LX,the image it was nice,we rovide image,we can improve our image,1,0
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3907X2AHF1FAOW961PB6SV6KI7SP2K,He entered the room with all the subtlety of a mouse,He entered quietly,He entered loudly,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3907X2AHF1FAOW961PB6SV6KI7SP2K,He entered the room with all the subtlety of an elephant,He entered quietly,He entered loudly,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3907X2AHF1FAOW961PB6SV6KI7SP2K,"In the sunlight, her hair was aflame",Her hair was red.,Her hair was blonde.,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3907X2AHF1FAOW961PB6SV6KI7SP2K,"In the sunlight, her hair was woven gold",Her hair was red.,Her hair was blonde.,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3907X2AHF1FAOW961PB6SV6KI7SP2K,The cop got the suspect to confess after applying the pressure of an avalanche,The cop used a lot of pressure.,The cop used little pressure.,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3907X2AHF1FAOW961PB6SV6KI7SP2K,The cop got the suspect to confess after applying the pressure of a feather,The cop used a lot of pressure.,The cop used little pressure.,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3L4D84MIL02IHB9QPX9TI3QAYR1HJR,The image had the beauty of an angel.,The image was beautiful.,The image was hideous.,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3L4D84MIL02IHB9QPX9TI3QAYR1HJR,The image had the beauty of a garbage can.,The image was beautiful.,The image was hideous.,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3L4D84MIL02IHB9QPX9TI3QAYR1HJR,The dinner tasted like bliss.,The dinner tasted good.,The dinner tasted horrible.,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3L4D84MIL02IHB9QPX9TI3QAYR1HJR,The dinner tasted like death.,The dinner tasted good.,The dinner tasted horrible.,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3L4D84MIL02IHB9QPX9TI3QAYR1HJR,The singer had the tone of a singing bluebird,The singer sounded good.,The singer sounded bad.,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3L4D84MIL02IHB9QPX9TI3QAYR1HJR,The singer had the tone of a squawking crow,The singer sounded good.,The singer sounded bad.,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,31HQ4X3T3TKD2AB63CX52WA4BS0SL4,you are as hard as pillow,You are soft,You are stubborn,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,31HQ4X3T3TKD2AB63CX52WA4BS0SL4,you are as hard as rock,You are soft,You are stubborn,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,31HQ4X3T3TKD2AB63CX52WA4BS0SL4,You are as tough as an egg,eggs crack,coconuts are hard,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,31HQ4X3T3TKD2AB63CX52WA4BS0SL4,You are as tough as a coconut,eggs crack,coconuts are hard,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,31HQ4X3T3TKD2AB63CX52WA4BS0SL4,As poor as a homeless person,You have no money,You are rich,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,31HQ4X3T3TKD2AB63CX52WA4BS0SL4,As poor as a Kardashian,You have no money,You are rich,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,37XITHEISXJ8YRHNBA4193FLVH9CRQ,The cat's tail moved with the rhythm of a jet propellor,The cat's tail was fast,The cat's tail was slow,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,37XITHEISXJ8YRHNBA4193FLVH9CRQ,The cat's tail moved with the rhythm of wheat swaying in the breeze,The cat's tail was fast,The cat's tail was slow,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,37XITHEISXJ8YRHNBA4193FLVH9CRQ,Her knowledge was as vast as the universe,She had much knowledge,She had little knowledge,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,37XITHEISXJ8YRHNBA4193FLVH9CRQ,Her knowledge was as vast as a broom closet,She had much knowledge,She had little knowledge,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,37XITHEISXJ8YRHNBA4193FLVH9CRQ,Her mind was as clear as a foggy marsh,Her mind was confused,Her mind was sharp,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,37XITHEISXJ8YRHNBA4193FLVH9CRQ,Her mind was as clear as a sunny day in May,Her mind was confused,Her mind was sharp,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3SNLUL3WO5XTHN3ASHS5HXSSWO4UL3,The classroom was a firestorm,The classroom was in chaos.,The classroom was orderly.,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3SNLUL3WO5XTHN3ASHS5HXSSWO4UL3,The classroom was a military training,The classroom was in chaos.,The classroom was orderly.,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3SNLUL3WO5XTHN3ASHS5HXSSWO4UL3,The girl is as good at camouflaging her emotions as a chameleon,The girl hides her emotions well.,The girl shows off her emotions.,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3SNLUL3WO5XTHN3ASHS5HXSSWO4UL3,The girl is as good at camouflaging her emotions as a peacock,The girl hides her emotions well.,The girl shows off her emotions.,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3SNLUL3WO5XTHN3ASHS5HXSSWO4UL3,"After the woman talked to him, the man's ego was a pancake",The man's ego shrank.,The man's ego grew.,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3SNLUL3WO5XTHN3ASHS5HXSSWO4UL3,"After the woman talked to him, the man's ego was a balloon",The man's ego shrank.,The man's ego grew.,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3FE7TXL1LJXVO8AL12QVS0WUN38Q26,She had a butt like two bulldogs fighting in a burlap sack,Her butt was fat and round,Her butt was flat and uninteresting,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3FE7TXL1LJXVO8AL12QVS0WUN38Q26,She had a butt like a stack of office paper,Her butt was fat and round,Her butt was flat and uninteresting,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3FE7TXL1LJXVO8AL12QVS0WUN38Q26,Watching that TV show was like going to the dentist,Watching the TV show was boring and painful,Watching the TV show was so good it was an almost otherworldly experience,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3FE7TXL1LJXVO8AL12QVS0WUN38Q26,Watching that TV show was like sitting in on a Ted talk by God himself,Watching the TV show was boring and painful,Watching the TV show was so good it was an almost otherworldly experience,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3FE7TXL1LJXVO8AL12QVS0WUN38Q26,My bank account is dry as the Sahara,"My bank account is barren, I have no money","My bank account is fat with cash, I'm rich",0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3FE7TXL1LJXVO8AL12QVS0WUN38Q26,My bank account is stuffed like a Thanksgiving turkey,"My bank account is barren, I have no money","My bank account is fat with cash, I'm rich",1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3G5F9DBFOQ7R869K6MNCLR14TI7VHX,The sandwich has the cheesiness of the moon as depicted in cartoons,The sandwich is very cheesy,The sandwich lacks cheese,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3G5F9DBFOQ7R869K6MNCLR14TI7VHX,The sandwich has the cheesiness of a pizza without the primary topping,The sandwich is very cheesy,The sandwich lacks cheese,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3G5F9DBFOQ7R869K6MNCLR14TI7VHX,The tower has the wind resistance of metal roofing on a fair weather day,The tower has a high wind resistance,The tower has almost no resistance to wind,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3G5F9DBFOQ7R869K6MNCLR14TI7VHX,The tower has the wind resistance of candy wrapper caught in an updraft,The tower has a high wind resistance,The tower has almost no resistance to wind,1,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3G5F9DBFOQ7R869K6MNCLR14TI7VHX,The body has the survivability of a hungry tiger in a hen house,It has high survivability,It has a low survivability rate,0,1
3LOJFQ4BOXPTTVCCVKLD4DF1NZLKD1,3G5F9DBFOQ7R869K6MNCLR14TI7VHX,The body has the survivability of a paper bag in a stormy ocean,It has high survivability,It has a low survivability rate,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3ZSANO2JCGHR2I1AH1U77J5KEV5SFO,She rode that horse like An acrobat,She rode it well,She rode it poorly,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3ZSANO2JCGHR2I1AH1U77J5KEV5SFO,She rode that horse like A seizure victim,She rode it well,She rode it poorly,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3ZSANO2JCGHR2I1AH1U77J5KEV5SFO,The speech was as inspiring as A cement block,It is dull,It is motivating,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3ZSANO2JCGHR2I1AH1U77J5KEV5SFO,The speech was as inspiring as A legless marathon runner,It is dull,It is motivating,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3ZSANO2JCGHR2I1AH1U77J5KEV5SFO,The glass is a clear as Ikea instructions,It is not clear,It is see thru,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3ZSANO2JCGHR2I1AH1U77J5KEV5SFO,The glass is a clear as Saran wrap,It is not clear,It is see thru,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3DQQ64TANHVW0C7DF90DG2M9MELPW0,The cookies tasted like hardtack.,The cookies are awful.,The cookies are delicous.,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3DQQ64TANHVW0C7DF90DG2M9MELPW0,The cookies tasted like heaven.,The cookies are awful.,The cookies are delicous.,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3DQQ64TANHVW0C7DF90DG2M9MELPW0,The sisters were ribbons and bows.,The sisters got along together.,The sisters did not mix well with each other.,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3DQQ64TANHVW0C7DF90DG2M9MELPW0,The sisters were oil and water.,The sisters got along together.,The sisters did not mix well with each other.,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3DQQ64TANHVW0C7DF90DG2M9MELPW0,His love was a many forked road.,His love was spread to many.,His love was straight and true.,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3DQQ64TANHVW0C7DF90DG2M9MELPW0,His love was as straight as a nun's ruler.,His love was spread to many.,His love was straight and true.,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3MYYFCXHJ4HEEXVU2K47R1PQ1U9G4B,The air was as fresh as a flower,The air smelled fresh.,The air smelled horrible.,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3MYYFCXHJ4HEEXVU2K47R1PQ1U9G4B,The air was as fresh as a landfill,The air smelled fresh.,The air smelled horrible.,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3MYYFCXHJ4HEEXVU2K47R1PQ1U9G4B,The floor was as slippery as oil,The floor was slippery.,The floor wasn't slippery at all.,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3MYYFCXHJ4HEEXVU2K47R1PQ1U9G4B,The floor was as slippery as sandpaper,The floor was slippery.,The floor wasn't slippery at all.,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3MYYFCXHJ4HEEXVU2K47R1PQ1U9G4B,The gem was as fake as a bad toupee,The gem was obviously fake.,The gem was obviously real.,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3MYYFCXHJ4HEEXVU2K47R1PQ1U9G4B,The gem was as fake as the air we breathe,The gem was obviously fake.,The gem was obviously real.,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3U088ZLJVL3TCV3TYOLN11L1E61W0S,My life is a circus and I am the freak show,I am a freak,I control my life,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3U088ZLJVL3TCV3TYOLN11L1E61W0S,My life is a circus and I am the ringleader.,I am a freak,I control my life,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3U088ZLJVL3TCV3TYOLN11L1E61W0S,You are a diamond,You are amazing,You have potential,0,0
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3U088ZLJVL3TCV3TYOLN11L1E61W0S,You are a diamond in the rough,You are amazing,You have potential,1,0
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3U088ZLJVL3TCV3TYOLN11L1E61W0S,you are as bright as the night,You are dumb,You are smart,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3U088ZLJVL3TCV3TYOLN11L1E61W0S,you are as bright a star,You are dumb,You are smart,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3SUWZRL0MZNU963HFD7YOWOSK6BE6Q,These are the dog days of summer,It’s too hot but do anything but be lazy,It’s too hot but do anything but be stay cool.,0,0
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3SUWZRL0MZNU963HFD7YOWOSK6BE6Q,These are the dog days of summer weather,It’s too hot but do anything but be lazy,It’s too hot but do anything but be stay cool.,1,0
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3SUWZRL0MZNU963HFD7YOWOSK6BE6Q,You’re building castles in the air,You’re making unrealistic plans.,You’re making being unrealistic,0,0
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3SUWZRL0MZNU963HFD7YOWOSK6BE6Q,You’re building castles in the sky,You’re making unrealistic plans.,You’re making being unrealistic,1,0
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3SUWZRL0MZNU963HFD7YOWOSK6BE6Q,I was a million miles away,My mind was wandering.,My mind cannot focus,0,0
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3SUWZRL0MZNU963HFD7YOWOSK6BE6Q,I was a million miles far away,My mind was wandering.,My mind cannot focus,1,0
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,336YQZE83WOW2QVGRSLC9YF1XC25MZ,The boys are as disciplined as the military,The boys are highly disciplined.,The boys lack any discipline.,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,336YQZE83WOW2QVGRSLC9YF1XC25MZ,The boys are as disciplined as barrel monkeys,The boys are highly disciplined.,The boys lack any discipline.,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,336YQZE83WOW2QVGRSLC9YF1XC25MZ,The girl craves as much attention as the red carpet,The girl wants all the attention.,The girl doesn't want any attention.,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,336YQZE83WOW2QVGRSLC9YF1XC25MZ,The girl craves as much attention as a doe,The girl wants all the attention.,The girl doesn't want any attention.,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,336YQZE83WOW2QVGRSLC9YF1XC25MZ,The dress fits as well as a condom,The dress fits well.,The dress fits terribly.,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,336YQZE83WOW2QVGRSLC9YF1XC25MZ,The dress fits as well as sweatpants,The dress fits well.,The dress fits terribly.,1,1
