"His temper was a tempest.That is to say,",it was a very bad temper indeed,1,,,
"His temper was a tempest.That is to say,"," he was a man of violent passions, which, however, he had the power of controlling",1,,,
"The man was as skinny as a broom.That is to say,",he was skinny as a broomstick,1,,,
"The man was as skinny as a broom.That is to say,",he was as skinny as a broomstick,1,,,
"The man was as skinny as a broom.That is to say,",he was very thin,1,,,
"The man was as skinny as a broom.That is to say,",he was as skinny as a broomstick,1,,,
"The conductor is a sculptor.That is to say,",he is a man who has learned to see,-1,,,
"The conductor is a sculptor.That is to say,",he's a sculptor of sound,-1,,,
"The conductor is a sculptor.That is to say,"," he is a man who works with a material that is more malleable than clay, more fluid than water, more yielding than wax",-1,,,
"The conductor is a sculptor.That is to say,"," he has the ability to take a mass of material and shape it into a form that is beautiful, useful and functional",-1,,,
"The villain is as beautiful as an angel in heaven.That is to say,",the villain is an angel,2,,,
"The villain is as beautiful as an angel in heaven.That is to say,",the villain is as beautiful as an angel in heaven,2,,,
"The villain is as beautiful as an angel in heaven.That is to say,",he is the most beautiful man in the world,1,,,
"The villain is as beautiful as an angel in heaven.That is to say,",she is a beauty of the highest order,1,,,
"That boy has the sense of Einstein.That is to say,",he is a genius,1,,,
"That boy has the sense of Einstein.That is to say,",he has no sense at all,0,,,
"That boy has the sense of Einstein.That is to say,",he is a genius,1,,,
"That boy has the sense of Einstein.That is to say,",he has no sense at all,0,,,
"It's as loud as the vacuum of space.That is to say,",it's loud,0,,,
"It's as loud as the vacuum of space.That is to say,",it's loud,0,,,
"It's as loud as the vacuum of space.That is to say,",it's not loud,1,,,
"It's as loud as the vacuum of space.That is to say,",it's loud,0,,,
"The businessman was as aggressive in negotiations as a lawyer.That is to say,",he was aggressive,1,,,
"The businessman was as aggressive in negotiations as a lawyer.That is to say,",he was not,0,,,
"The businessman was as aggressive in negotiations as a lawyer.That is to say,",he was a bully,1,,,
"The businessman was as aggressive in negotiations as a lawyer.That is to say,",he was a bully,1,,,
"The job is as easy as learning nuclear fission.That is to say,",it's a piece of cake,0,,,
"The job is as easy as learning nuclear fission.That is to say,"," it is easy to learn, but it is hard to do",0,,,
"The job is as easy as learning nuclear fission.That is to say,",it's not easy at all,1,,,
"The job is as easy as learning nuclear fission.That is to say,",it's not easy at all,1,,,
"The boy is a lumberjack.That is to say,",he's a lumberjack in training,-1,,,
"The boy is a lumberjack.That is to say,",he is a boy who works in the lumberjack business,-1,,,
"The boy is a lumberjack.That is to say,",he works in a lumberyard,-1,,,
"The boy is a lumberjack.That is to say,",he is a boy who cuts down trees,-1,,,
"He has the attitude of the Grinch at Christmas.That is to say,",he has a heart of stone,1,,,
"He has the attitude of the Grinch at Christmas.That is to say,",he's a jerk,1,,,
"He has the attitude of the Grinch at Christmas.That is to say,",he is a Grinch,2,,,
"He has the attitude of the Grinch at Christmas.That is to say,",he is a grump,1,,,
"The car ride was as smooth as paper.That is to say,"," it was smooth, but not smooth",0,,,
"The car ride was as smooth as paper.That is to say,",it was smooth as the paper that was used to make the car,0,,,
"The car ride was as smooth as paper.That is to say,",it was bumpy,0,,,
"The car ride was as smooth as paper.That is to say,",it was smooth,1,,,
"The teacher's grading policy was as flexible as an Olympic gymnast.That is to say,",she had no policy at all,1,,,
"The teacher's grading policy was as flexible as an Olympic gymnast.That is to say,",it was nonexistent,1,,,
"The teacher's grading policy was as flexible as an Olympic gymnast.That is to say,",it was nonexistent,1,,,
"The teacher's grading policy was as flexible as an Olympic gymnast.That is to say,",not flexible at all,0,,,
"The chair was a tilt-a-whirl.That is to say,",it was a chair on a tilt-a-whirl,-1,,,
"The chair was a tilt-a-whirl.That is to say,"," it was a chair that was tilted at an angle, and then spun around",-1,,,
"The chair was a tilt-a-whirl.That is to say,",it was a chair that could spin,-1,,,
"The chair was a tilt-a-whirl.That is to say,",it spun around and around,-1,,,
"The boy is a ballerina.That is to say,",he is a boy who dances ballet,-1,,,
"The boy is a ballerina.That is to say,",he is a male dancer who specializes in ballet,-1,,,
"The boy is a ballerina.That is to say,",he is a boy who dances ballet,-1,,,
"The boy is a ballerina.That is to say,",he is a boy who dances ballet,-1,,,
"His drive home was a beatdown.That is to say,",he was beaten down,2,,,
"His drive home was a beatdown.That is to say,",he was beaten down,2,,,
"His drive home was a beatdown.That is to say,",the drive home was not a beatdown,0,,,
"His drive home was a beatdown.That is to say,",he got beat down by his own mind,0,,,
"The book's plot was as twisted as a soft pretzel.That is to say,",it was a pretzel,2,,,
"The book's plot was as twisted as a soft pretzel.That is to say,",it made no sense at all,1,,,
"The book's plot was as twisted as a soft pretzel.That is to say,",it was a pretzel,2,,,
"The book's plot was as twisted as a soft pretzel.That is to say,",the plot was a pretzel,2,,,
"His skill in writing was as sharp as a spoon.That is to say,",he was a great writer,0,,,
"His skill in writing was as sharp as a spoon.That is to say,",he was a master of the art of writing,0,,,
"His skill in writing was as sharp as a spoon.That is to say,",he was able to write quickly and smoothly,0,,,
"His skill in writing was as sharp as a spoon.That is to say,",he was a master of the art of writing,0,,,
"The child has the heart of gold.That is to say,",the child is innocent and pure,1,,,
"The child has the heart of gold.That is to say,",he is a good boy,1,,,
"The child has the heart of gold.That is to say,",the child is very kind,1,,,
"The child has the heart of gold.That is to say,",the child has the heart of gold,2,,,
"The boy is as daring as a roaring lion.That is to say,",he is a very brave boy,1,,,
"The boy is as daring as a roaring lion.That is to say,",he is very bold,1,,,
"The boy is as daring as a roaring lion.That is to say,",he is very brave,1,,,
"The boy is as daring as a roaring lion.That is to say,",he is very brave,1,,,
"The man is as sharp as needle.That is to say,",the man is as sharp as a needle,2,,,
"The man is as sharp as needle.That is to say,",he is as sharp as a needle,2,,,
"The man is as sharp as needle.That is to say,",he is sharp like a needle,2,,,
"The man is as sharp as needle.That is to say,",he is very smart,1,,,
"He has the belly of a bloated whale carcass.That is to say,",he's fat,1,,,
"He has the belly of a bloated whale carcass.That is to say,",he has the belly of a bloated whale carcass,2,,,
"He has the belly of a bloated whale carcass.That is to say,",he is fat,1,,,
"He has the belly of a bloated whale carcass.That is to say,",he is fat,1,,,
"The car ride was as smooth as an alligator's skin.That is to say,",not smooth at all,1,,,
"The car ride was as smooth as an alligator's skin.That is to say,",not smooth at all,1,,,
"The car ride was as smooth as an alligator's skin.That is to say,",not smooth at all,1,,,
"The car ride was as smooth as an alligator's skin.That is to say,",it was bumpy,1,,,
"The man was as skinny as a sumo wrestler.That is to say,",he was extremely skinny,0,,,
"The man was as skinny as a sumo wrestler.That is to say,",he was skinny,0,,,
"The man was as skinny as a sumo wrestler.That is to say,",he was skinny,0,,,
"The man was as skinny as a sumo wrestler.That is to say,",he was skinny,0,,,
"Raising a puppy is a walk through quicksand.That is to say,",it's a lot of hard work,1,,,
"Raising a puppy is a walk through quicksand.That is to say,",it's a difficult task,1,,,
"Raising a puppy is a walk through quicksand.That is to say,",it's a constant battle,1,,,
"Raising a puppy is a walk through quicksand.That is to say,",it is a constant challenge,1,,,
"He had cotton in his ears throughout the lecture.That is to say,",he was not listening,-1,,,
"He had cotton in his ears throughout the lecture.That is to say,",he had cotton in his ears throughout the lecture,-1,,,
"He had cotton in his ears throughout the lecture.That is to say,",he was not listening to the lecture,-1,,,
"He had cotton in his ears throughout the lecture.That is to say,",he was listening to music,-1,,,
